address,exhibit_url,registration_number,country_name,state,foreign_principal,date,registration_date,url,registration
Av. Las Begonias 441,http://www.fara.gov/docs/4762-Exhibit-AB-19930201-D1Y0TI02.pdf,5641,PERU,,Institute for Liberty and Democracy,10/14/2005,08/27/2004,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5641,Exhibit%20AB,PERU",Watts Partners (J.C. Watts Companies)
"2555 M Street, NW",http://www.fara.gov/docs/4762-Exhibit-AB-19930201-D1Y0TI02.pdf,6064,QATAR,DC,Embassy of the State of Qatar,01/15/2015,09/19/2011,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6064,Exhibit%20AB,QATAR",Portland PR Inc.
"Building 75, Zone 39",http://www.fara.gov/docs/4762-Exhibit-AB-19930201-D1Y0TI02.pdf,5926,QATAR,,Ocean Advisory & Consulting W.L.L. through Andreae & Associates,11/08/2016,04/01/2009,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5926,Exhibit%20AB,QATAR","Podesta Group, Inc."
"2555 M Street, NW",http://www.fara.gov/docs/6371-Exhibit-AB-20160817-1.pdf,6228,QATAR,DC,Embassy of the State of Qatar,01/05/2015,06/25/2014,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6228,Exhibit%20AB,QATAR","Levick Strategic Communications, LLC"
"Building 75, Zone 39",http://www.fara.gov/docs/6371-Exhibit-AB-20160817-1.pdf,6371,QATAR,,"Ocean Advisory and Consulting, WLL",08/17/2016,08/17/2016,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6371,Exhibit%20AB,QATAR",Andreae & Associates
12 Presnenskaya Embankment,http://www.fara.gov/docs/4762-Exhibit-AB-19930201-D1Y0TI02.pdf,6353,PERU,,VTB Group,05/11/2016,05/11/2016,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6353,Exhibit%20AB,RUSSIA",Manatos & Manatos
"2555 M Street, NW",http://www.fara.gov/docs/6277-Exhibit-AB-20150212-2.pdf,6277,QATAR,DC,Embassy of the State of Qatar,07/27/2016,02/12/2015,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6277,Exhibit%20AB,QATAR","Gallagher Group, LLC"
Washington  ,http://www.fara.gov/docs/5999-Exhibit-AB-20090914-1.pdf,2165,QATAR,DC,Government of the State of Qatar,02/28/1994,10/09/1969,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:2165,Exhibit%20AB,QATAR","Squire Patton Boggs, LLP"
"2555 M Street, NW",http://www.fara.gov/docs/2093-Exhibit-AB-19990818-GTWEM501.pdf,6170,QATAR,DC,Embassy of the State of Qatar,01/02/2015,05/14/2013,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6170,Exhibit%20AB,QATAR","Mercury Public Affairs, LLC/dba Mercury/Clark & Weinstock"
"Pagak, Upper Nile State  ",http://www.fara.gov/docs/5999-Exhibit-AB-20090914-1.pdf,6305,REPUBLIC OF SOUTH SUDAN,,Sudanese People's Liberation Movement in Opposition (SPLM-IO),10/26/2015,07/20/2015,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6305,Exhibit%20AB,REPUBLIC%20OF%20SOUTH%20SUDAN","Scribe Strategies & Advisors, Inc."
Warsaw  ,http://www.fara.gov/docs/4762-Exhibit-AB-19930201-D1Y0TI02.pdf,4762,POLAND,,Ministry of Sports & Tourism of the Republic of Poland,02/04/1993,02/04/1993,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:4762,Exhibit%20AB,POLAND","Polish National Tourist Office, New York"
"12 Presnenskaya emb.,",http://www.fara.gov/docs/3731-Exhibit-AB-19890601-D12JV201.pdf,3731,RUSSIA,,JSC VTB Bank,10/23/2015,09/13/1985,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:3731,Exhibit%20AB,RUSSIA","Sidley Austin, LLP"
Bucharest  ,http://www.fara.gov/docs/5999-Exhibit-AB-20090914-1.pdf,2093,ROMANIA,,Ministry of Tourism,06/03/1968,06/03/1968,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:2093,Exhibit%20AB,ROMANIA",Romanian Tourist Office
Str. Izvor Nr.,http://www.fara.gov/docs/5999-Exhibit-AB-20090914-1.pdf,5999,ROMANIA,,Parliament of Romania,09/14/2009,09/14/2009,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5999,Exhibit%20AB,ROMANIA","Lubanovici, Mircea"
Dhahran  ,http://www.fara.gov/docs/3634-Exhibit-AB-20101123-23.pdf,6390,RUSSIA,,Saudi Arabian Oil Company (Saudi Aramco),11/14/2016,11/14/2016,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6390,Exhibit%20AB,SAUDI%20ARABIA",Aramco Affiliated Services Company (AASC)
12 Krasnopresnenskaya Nab.,http://www.fara.gov/docs/3634-Exhibit-AB-20101123-23.pdf,3634,RUSSIA,,International Centre for Legal Protection (ICLP),06/15/2016,11/15/1984,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:3634,Exhibit%20AB,RUSSIA","Daniel J. Edelman, Inc."
"KN 5 Rd, KG 9 Ave",http://www.fara.gov/docs/6242-Exhibit-AB-20140819-1.pdf,6242,RWANDA,,Rwanda Development Board,08/19/2014,08/19/2014,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6242,Exhibit%20AB,RWANDA",Winning Strategies Washington
Dhahran  ,http://www.fara.gov/docs/5321-Exhibit-AB-19990721-GFHW8R04.pdf,5321,SAUDI ARABIA,,Saudi Arabian Oil Company (Saudi Aramco),07/21/1999,07/21/1999,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5321,Exhibit%20AB,SAUDI%20ARABIA","Saudi Petroleum International, Inc."
c/o Basic Element,http://www.fara.gov/docs/6311-Short-Form-20150807-2.pdf,5934,RUSSIA,,"Deripaska, Oleg",05/08/2009,05/08/2009,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5934,Exhibit%20AB,RUSSIA","Endeavor Law Firm, PC"
"KN 5 Rd, KG 9 Ave P.O. Box 6239 Kigali  ",http://www.fara.gov/docs/6311-Exhibit-AB-20150807-1.pdf,6311,RWANDA,,"Rwanda Development Board, Tourism and Conservation",08/07/2015,08/07/2015,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6311,Exhibit%20AB,RWANDA",Rubenstein Public Relations
Dr. Sidi M. Omar,http://www.fara.gov/docs/6242-Exhibit-AB-20140819-1.pdf,5860,SAHARAWI ARAB DEMOCRATIC REPUBLIC,,Government of the Sahrawi Arab Democratic Republic,04/03/2008,04/03/2008,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5860,Exhibit%20AB,SAHARAWI%20ARAB%20DEMOCRATIC%20REPUBLIC","Independent Diplomat, Inc."
"601 New Hampshire Avenue, NW",http://www.fara.gov/docs/6396-Exhibit-AB-20161130-1.pdf,6396,SAUDI ARABIA,DC,"Government of Saudi Arabia through Glover Park Group, LLC",11/30/2016,11/30/2016,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6396,Exhibit%20AB,SAUDI%20ARABIA",CGCN Group
The Saudi Royal Court,http://www.fara.gov/docs/5926-Exhibit-AB-20150917-67.pdf,5926,SAUDI ARABIA,,Center for Studies and Media Affairs at Saudi Royal Court,09/17/2015,04/01/2009,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5926,Exhibit%20AB,SAUDI%20ARABIA","Podesta Group, Inc."
601 New Hampshire Avenue,http://www.fara.gov/docs/6386-Exhibit-AB-20161027-1.pdf,6386,SAUDI ARABIA,DC,"Royal Embassy of Saudi Arabia through MSLGroup Americas, Inc.",10/27/2016,10/27/2016,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6386,Exhibit%20AB,SAUDI%20ARABIA",Flywheel Government Solutions
"601 New Hampshire Avenue, NW",http://www.fara.gov/docs/6281-Exhibit-AB-20150317-1.pdf,6281,SAUDI ARABIA,DC,"Royal Embassy of the Kingdom of Saudi Arabia though MSLGROUP Americas, Inc.",03/17/2015,03/17/2015,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6281,Exhibit%20AB,SAUDI%20ARABIA","Targeted Victory, LLC"
King Abdulaziz Road,http://www.fara.gov/docs/6396-Exhibit-AB-20161130-1.pdf,6307,SAUDI ARABIA,,Ministry of Commerce and Investment of Kingdom of Saudi Arabia,09/26/2016,07/24/2015,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6307,Exhibit%20AB,SAUDI%20ARABIA","King & Spalding, LLP"
"601 New Hampshire Avenue, NW",http://www.fara.gov/docs/6384-Exhibit-AB-20161026-1.pdf,5666,SAUDI ARABIA,DC,Government of Saudi Arabia,09/20/2016,01/31/2005,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5666,Exhibit%20AB,SAUDI%20ARABIA","Glover Park Group, LLC"
P.O. Box 5927,http://www.fara.gov/docs/6391-Exhibit-AB-20161116-1.pdf,6383,SAUDI ARABIA,,Saudi Arabian General Investment Authority (SAGIA),10/20/2016,10/20/2016,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6383,Exhibit%20AB,SAUDI%20ARABIA","Russo, Dominique L."
Royal Embassy of Saudi Arabia,http://www.fara.gov/docs/6391-Exhibit-AB-20161116-1.pdf,6391,SAUDI ARABIA,DC,"Government of Saudi Arabia through Glover Park Group, LLC",11/16/2016,11/16/2016,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6391,Exhibit%20AB,SAUDI%20ARABIA","McKeon Group, Inc."
M&C Corporate Services Limited,http://www.fara.gov/docs/6391-Exhibit-AB-20161116-1.pdf,6032,SAUDI ARABIA,,"Kingdom 5-KR-215, Ltd. (""KR-215"")",04/14/2011,04/14/2011,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6032,Exhibit%20AB,SAUDI%20ARABIA",International Merchandising Corporation
  ,http://www.fara.gov/docs/6384-Exhibit-AB-20161026-1.pdf,6227,SAUDI ARABIA,,International Military Counter Terrorism Coalition Center (IMCTC),01/27/2017,06/18/2014,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6227,Exhibit%20AB,SAUDI%20ARABIA","Burson-Marsteller, LLC (Washington, DC)"
"601 New Hampshire Avenue, NW",http://www.fara.gov/docs/6389-Exhibit-AB-20161109-1.pdf,6389,SAUDI ARABIA,DC,Royal Embassy of Saudi Arabia,11/09/2016,11/09/2016,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6389,Exhibit%20AB,SAUDI%20ARABIA","Nazer, Fahad"
"601 New Hampshire Avenue, N.W.  ",http://www.fara.gov/docs/5483-Exhibit-AB-20020306-GTEC2001.pdf,5483,SAUDI ARABIA,DC,Royal Embassy of Saudi Arabia,03/06/2002,03/06/2002,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5483,Exhibit%20AB,SAUDI%20ARABIA","MSLGROUP Americas, Inc."
Nasseriya Street,http://www.fara.gov/docs/5430-Exhibit-AB-20160315-53.pdf,5870,SAUDI ARABIA,,Ministry of Foreign Affairs of the Kingdom of Saudi Arabia,09/22/2016,06/16/2008,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5870,Exhibit%20AB,SAUDI%20ARABIA","Brownstein Hyatt Farber Schreck, LLP"
Al Riyadh PO Box 11111  ,http://www.fara.gov/docs/5430-Exhibit-AB-20160315-53.pdf,5430,SAUDI ARABIA,,Center for Studies and Media Affairs at the Saudi Royal Court,03/15/2016,05/10/2001,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5430,Exhibit%20AB,SAUDI%20ARABIA","BGR Government Affairs, LLC"
"601 New Hampshire Avenue, NW",http://www.fara.gov/docs/6384-Exhibit-AB-20161026-1.pdf,6384,SAUDI ARABIA,DC,Government of Saudi Arabia,10/26/2016,10/26/2016,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6384,Exhibit%20AB,SAUDI%20ARABIA","Hohlt Group Global, LLC"
Dhahran  ,http://www.fara.gov/docs/4184-Exhibit-AB-19881001-D1JD0N02.pdf,4184,SAUDI ARABIA,,Saudi Arabian Oil Company,05/12/1989,10/13/1988,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:4184,Exhibit%20AB,SAUDI%20ARABIA","Saudi Refining, Inc."
"P.O. Box 55937 Riyadh City, 11544  ",http://www.fara.gov/docs/4184-Exhibit-AB-19881001-D1JD0N02.pdf,3712,SAUDI ARABIA,,Kingdom of Saudi Arabia Ministry of Foreign Affairs,05/31/2016,08/05/1985,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:3712,Exhibit%20AB,SAUDI%20ARABIA",DLA Piper US LLP
"601 New Hampshire Avenue, NW",http://www.fara.gov/docs/5430-Exhibit-AB-20160315-53.pdf,2244,SAUDI ARABIA,DC,Royal Embassy of Saudi Arabia,09/24/2007,02/18/1971,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:2244,Exhibit%20AB,SAUDI%20ARABIA",Hogan Lovells US LLP
  ,http://www.fara.gov/docs/6391-Exhibit-AB-20161116-1.pdf,6137,SAUDI ARABIA,,Organization of Islamic Cooperation,10/09/2012,09/25/2012,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6137,Exhibit%20AB,SAUDI%20ARABIA",Just Consulting LLC
Sandton  ,http://www.fara.gov/docs/603-Exhibit-AB-19500101-CYATU003.pdf,603,SAUDI ARABIA,,South African Tourist Corporation,01/04/1950,01/04/1950,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:603,Exhibit%20AB,SOUTH%20AFRICA",South African Tourism
Riyadh PO Box 11111  ,http://www.fara.gov/docs/603-Exhibit-AB-19500101-CYATU003.pdf,2165,SAUDI ARABIA,,Center for Studies and Media Affairs at the Saudi Royal Court,09/20/2016,10/09/1969,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:2165,Exhibit%20AB,SAUDI%20ARABIA","Squire Patton Boggs, LLP"
Al Riyadh PO Box 11111  ,http://www.fara.gov/docs/6379-Exhibit-AB-20160920-1.pdf,6379,SAUDI ARABIA,,Center for Studies and Media Affairs at the Saudi Royal Court,09/20/2016,09/20/2016,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6379,Exhibit%20AB,SAUDI%20ARABIA",S.G.R. LLC Government Relations and Lobbying
  ,http://www.fara.gov/docs/6387-Exhibit-AB-20161028-1.pdf,2414,SINGAPORE,,Republic of Singapore,03/27/1973,03/27/1973,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:2414,Exhibit%20AB,SINGAPORE",Singapore Tourism Board
  ,http://www.fara.gov/docs/6379-Exhibit-AB-20160920-1.pdf,3013,SCOTLAND,,Scottish Enterprise (formerly: Scottish Development Agency),04/17/1979,04/17/1979,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:3013,Exhibit%20AB,SCOTLAND",Scottish Enterprise
250 North Bridge Road,http://www.fara.gov/docs/5758-Exhibit-AB-20160810-12.pdf,5758,SINGAPORE,,"Economic Development Board, Singapore",08/10/2016,05/09/2006,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5758,Exhibit%20AB,SINGAPORE",Ketchum Inc. NY
"3501 International Place, NW",http://www.fara.gov/docs/5801-Exhibit-AB-20130312-12.pdf,5801,SINGAPORE,DC,Embassy of Singapore,03/12/2013,04/16/2007,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5801,Exhibit%20AB,SINGAPORE","Fleishman-Hillard, Inc."
60B Orchard Road #06-18 Tower 2,http://www.fara.gov/docs/6387-Exhibit-AB-20161028-1.pdf,2165,SINGAPORE,,Temasek Holdings Limited,05/14/2012,10/09/1969,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:2165,Exhibit%20AB,SINGAPORE","Squire Patton Boggs, LLP"
"2215 M Street, NW",http://www.fara.gov/docs/6387-Exhibit-AB-20161028-1.pdf,6392,SENEGAL,DC,Embassy of the Republic of Senegal,11/17/2016,11/17/2016,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6392,Exhibit%20AB,SENEGAL","Envision Strategy, LLC"
  ,http://www.fara.gov/docs/2003-Exhibit-AB-19670201-CZBJ6803.pdf,2003,SINGAPORE,,Singapore Economic Development Board,02/02/1967,02/02/1967,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:2003,Exhibit%20AB,SINGAPORE",Singapore Economic Development Board
  ,http://www.fara.gov/docs/5860-Exhibit-AB-20080403-2.pdf,5666,SOMALI DEMOCRATIC REPUBLIC,,"Ministry of Foreign Affairs, Republic of Somaliland",02/14/2017,01/31/2005,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5666,Exhibit%20AB,SOMALI%20DEMOCRATIC%20REPUBLIC","Glover Park Group, LLC"
EBD 250 Northbridge Road,http://www.fara.gov/docs/6387-Exhibit-AB-20161028-1.pdf,6387,SINGAPORE,,Singapore Economic Development Board,10/28/2016,10/28/2016,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6387,Exhibit%20AB,SINGAPORE",Doremus & Company
Hargeisa  ,http://www.fara.gov/docs/5860-Exhibit-AB-20080403-2.pdf,5860,SOMALI DEMOCRATIC REPUBLIC,,Government of the Republic of Somaliland,01/03/2011,04/03/2008,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5860,Exhibit%20AB,SOMALI%20DEMOCRATIC%20REPUBLIC","Independent Diplomat, Inc."
"103 Central Street Houghton Johannesburg, 2198  ",http://www.fara.gov/docs/6342-Exhibit-AB-20160321-1.pdf,6342,SOUTH AFRICA,,Brand South Africa,03/21/2016,03/21/2016,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6342,Exhibit%20AB,SOUTH%20AFRICA",Brand South Africa
"500 5th Avenue, 20th Floor",http://www.fara.gov/docs/5860-Exhibit-AB-20080403-2.pdf,6177,SOUTH AFRICA,NY,South African Tourism,08/07/2013,08/07/2013,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6177,Exhibit%20AB,SOUTH%20AFRICA","Coyne Public Relations, LLC"
"2375 Pennsylvania Avenue, NW",http://www.fara.gov/docs/6076-Exhibit-AB-20160614-4.pdf,5852,SPAIN,DC,"Government of Spain, Embassy",06/03/2011,02/05/2008,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5852,Exhibit%20AB,SPAIN","Covington & Burling, LLP"
"Placa Sant Jaume, 4",http://www.fara.gov/docs/6220-Exhibit-AB-20140507-1.pdf,6220,SPAIN,,Government of Catalonia,05/07/2014,05/07/2014,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6220,Exhibit%20AB,SPAIN",Delegation of Catalonia to the United States of America
Mr. dr. J.C. de Mirandastraat 11-15,http://www.fara.gov/docs/6076-Exhibit-AB-20160614-4.pdf,6076,SPAIN,,"Ministry of Natural Resources, Republic of Suriname",06/14/2016,11/10/2011,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6076,Exhibit%20AB,SURINAME",Law Office of Bart S. Fisher
"No: 58, Sir Ernest De Silva Mawatha, Colombo 07.  ",http://www.fara.gov/docs/6220-Exhibit-AB-20140507-1.pdf,5839,SRI LANKA,,"Government of Sri Lanka, Prime Minister's Office",05/04/2015,11/12/2007,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5839,Exhibit%20AB,SRI%20LANKA","Sorini, Samet & Associates, LLC"
Level 06 World Trade Center,http://www.fara.gov/docs/6220-Exhibit-AB-20140507-1.pdf,6366,SRI LANKA,,Sri Lanka Ministry of Development Strategies & International Trade,08/08/2016,08/08/2016,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6366,Exhibit%20AB,SRI%20LANKA","Sandler, Travis & Rosenberg, P.A."
301/2 Galle Road,http://www.fara.gov/docs/6370-Exhibit-AB-20160817-1.pdf,6370,SRI LANKA,,"Perfect Headlines, Subsidiary of the Lyca Companies",08/17/2016,08/17/2016,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6370,Exhibit%20AB,SRI%20LANKA",Thompson International Group
  ,,2668,ST. LUCIA,,St. Lucia Tourist Board,03/15/1976,03/15/1976,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:2668,Exhibit%20AB,ST.%20LUCIA",St. Lucia Tourist Board
  ,http://www.fara.gov/docs/6091-Exhibit-AB-20120223-1.pdf,6091,SUDAN,,Sudan People's Liberation Movement - North,02/23/2012,02/23/2012,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6091,Exhibit%20AB,SUDAN","Sprague, Esther Marie"
  ,http://www.fara.gov/docs/6091-Exhibit-AB-20120223-1.pdf,5872,ST. VINCENT AND THE GRENADINES,,Ministry of Tourism St. Vincent & The Grenadines,06/30/2008,06/30/2008,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:5872,Exhibit%20AB,ST.%20VINCENT%20AND%20THE%20GRENADINES","Spring O'Brien & Company, Inc."
"Minister of External Affairs, International Trade and Civil Aviation  ",,2165,ST. LUCIA,,Government of Saint Lucia,02/10/2016,10/09/1969,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:2165,Exhibit%20AB,ST.%20LUCIA","Squire Patton Boggs, LLP"
"1 Quai du General de Gaulle, Gustavia, 91733",,6306,ST. BARTS,,Territorial Committee of the Tourism of Saint Barthelemy,07/20/2015,07/20/2015,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6306,Exhibit%20AB,ST.%20BARTS","Lou Hammond & Associates, Inc."
  ,http://www.fara.gov/docs/6076-Exhibit-AB-20111110-1.pdf,6372,SUDAN,,Government of the Republic of Sudan,02/14/2017,08/26/2016,"https://efile.fara.gov/pls/apex/f?p=171:200:14002488364783::NO:RP,200:P200_REG_NUMBER,P200_DOC_TYPE,P200_COUNTRY:6372,Exhibit%20AB,SUDAN","Cooke Robotham, LLC"
